
Nom,Telefon,Direccio,Districte,Barri,Ciutat,Codi Postal,Regio,Pais,Lat,Lon,Web,
Bar McDonald's *Meridiana,-,-----,Sant Andreu,la Sagrera,BARCELONA,08027,BARCELONA,ESPANYA,41.42681713333333,2.186183361111111,http://www.mcdonalds.es,
Restaurant Nakashita,-,-----,Ciutat Vella,S Pere Sta Caterina,BARCELONA,08003,BARCELONA,ESPANYA,41.38993311388889,2.1798581944444444,http://www.nakashitabcn.com,
Restaurant Nuri,-,-----,Sants-Montjuïc,la Font de la Guatlla,BARCELONA,08004,BARCELONA,ESPANYA,41.372524319444445,2.148633111111111,-----,
Bar Cafè Salambó,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.404433675,2.157663861111111,http://www.cafesalambo.com,
Restaurant Pizzeria Samoa,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08008,BARCELONA,ESPANYA,41.396756925,2.1586938333333334,http://www.business-cafe-restaurants.com,
Cafeteria Restaurant Snack Bar Don Jabugo,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39893058333333,2.140955361111111,-----,
Pizzeria Fragola,-,-----,Nou Barris,la Guineueta,BARCELONA,08042,BARCELONA,ESPANYA,41.438036024999995,2.1730021388888887,-----,
Restaurant El Mato de Pedralbes,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.39542179722222,2.113965861111111,-----,
Restaurant El Disbarat,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40175213611111,2.1544992222222223,-----,
Restaurant Japonès Sushi - Ya,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.381118658333335,2.174421888888889,-----,
Restaurant La Rambla Cerveseria,-,-----,Horta-Guinardó,el Carmel,BARCELONA,08032,BARCELONA,ESPANYA,41.42707795555555,2.157204222222222,-----,
Cafeteria Eric's,-,-----,Les Corts,la Maternitat i Sant Ramon,BARCELONA,08028,BARCELONA,ESPANYA,41.377247375,2.11681375,-----,
Restaurant Las Cuartetas,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39738421944445,2.1434362222222223,-----,
Restaurant Neichel,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.38916392777778,2.1207158333333336,http://www.neichel.es,
Restaurant L'Illa de Gracia,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.400154102777776,2.156931111111111,http://www.illadegracia.cat,
Restaurant Molina,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BARCELONA,08022,BARCELONA,ESPANYA,41.41165520277777,2.1381115555555557,-----,
Bar Restaurant El Racó del Bonsuccés,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.384370286111114,2.170220722222222,-----,
Cafeteria Restaurant L'Oliva,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38508034444445,2.168003861111111,-----,
Cafeteria Mumm,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39316504166666,2.144951361111111,-----,
Restaurant Pizex,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BARCELONA,08022,BARCELONA,ESPANYA,41.40627044722222,2.1330144722222224,-----,
Restaurant - Brasseria El Jardí de l'Àpat,-,-----,Horta-Guinardó,Can Baró,BARCELONA,08024,BARCELONA,ESPANYA,41.41484685277778,2.159355611111111,http://www.eljardidelapat.com,
Cafeteria Restaurant Neutral,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.393522705555554,2.138547611111111,-----,
Restaurant Sasha,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.400939780555554,2.157757111111111,-----,
Restaurant Las Delicias de Francia,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.40121694444444,2.1398775277777777,-----,
Restaurant El Pi Antic,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.382489416666665,2.174312611111111,-----,
Granja sandwitxeria El Cisne,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43734223055555,2.1740092499999997,-----,
Restaurant Les Panolles 2,-,-----,Sants-Montjuïc,el Poble Sec,BARCELONA,08004,BARCELONA,ESPANYA,41.37323028055555,2.1608548055555556,-----,
Bar Restaurant O'Piñeiro,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38018233611111,2.179445861111111,-----,
Restaurant La Bruixa,-,-----,Sant Andreu,Sant Andreu,BARCELONA,08030,BARCELONA,ESPANYA,41.43686882777777,2.189195611111111,-----,
Restaurant Tras Paso,-,-----,Sant Martí,Diagonal Mar-Front Marítim del Poblenou,BARCELONA,08019,BARCELONA,ESPANYA,41.404834163888886,2.209989805555556,http://www.tras-paso.com,
Bar Restaurant Juventud,-,-----,Gràcia,Vallcarca i els Penitents,BARCELONA,08023,BARCELONA,ESPANYA,41.40974826111111,2.1477763333333333,-----,
Restaurant Can Punyetes *Francisco Giner,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.39869308888889,2.1596782777777777,-----,
Bar La Viena Blanca,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.383096397222225,2.1699484166666667,-----,
Bar Pirineos,-,-----,Gràcia,el Camp d'en Grassot i Gràcia Nova,BARCELONA,08037,BARCELONA,ESPANYA,41.40374832222222,2.1619835833333334,-----,
Bar Restaurant Abril,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.379064452777776,2.1646508333333334,-----,
Cafeteria Restaurant Areas *Estació de Sants,-,-----,Sants-Montjuïc,Sants,BARCELONA,08014,BARCELONA,ESPANYA,40.64368597222222,1.8165321388888889,http://www.areas.es,
Bar Turó,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39491161111111,2.141992194444444,-----,
Restaurant Vegetarià La Granja,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39949701111111,2.146113333333333,http://www.lagranjavegetariana.com,
Restaurant Xinès Fu Li Hua *Palau de Mar,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08039,BARCELONA,ESPANYA,41.38066925555555,2.1855031111111107,-----,
Restaurant Koxkera,-,-----,Les Corts,les Corts,BARCELONA,08029,BARCELONA,ESPANYA,41.38570915,2.139393,-----,
Cafeteria Restaurant Tot Daxa *Muntaner,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.402487074999996,2.13854525,-----,
Restaurant  La Gavina,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08039,BARCELONA,ESPANYA,41.3808077,2.185855722222222,http://www.lagavina.es,
Bar Restaurant Noise i Art,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.405116613888886,2.154775388888889,-----,
MARLIN FISHERMAN SL,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BARCELONA,08022,BARCELONA,ESPANYA,41.40489107222222,2.132461277777778,-----,
Restaurant Onuba,-,-----,Sarrià-Sant Gervasi,el Putxet i el Farró,BARCELONA,08023,BARCELONA,ESPANYA,41.40530594722222,2.1401596666666665,-----,
Bar Restaurant Avenida Dos,-,-----,Sant Andreu,el Bon Pastor,BARCELONA,08030,BARCELONA,ESPANYA,41.44351895833333,2.2025418055555557,-----,
Restaurant Xinès Pagoda,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38243816388889,2.176227083333333,-----,
Restaurant Frankfurt Pedralbes *Jordi Girona,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.387048691666664,2.1125839444444448,http://www.frankfurtscasavalles.com,
Restaurant Taverna el Nou Glop,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40509818333333,2.1590661666666664,http://www.tabernaglop.com,
Restaurant Xinès Olimpo,-,-----,Sant Martí,Sant Martí de Provençals,BARCELONA,08018,BARCELONA,ESPANYA,41.41338884444444,2.1952166388888887,-----,
Bar Restaurant Sandoval,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38663275555555,2.173839361111111,-----,
Restaurant Loreto,-,-----,Les Corts,les Corts,BARCELONA,08029,BARCELONA,ESPANYA,41.38902376666667,2.1414899166666665,-----,
Bar Musical El Cangrejo,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37727528888889,2.174898388888889,-----,
Bar Restaurant Can Vila,-,-----,Sants-Montjuïc,Sants - Badal,BARCELONA,08028,BARCELONA,ESPANYA,41.37809694166667,2.1286713333333336,-----,
Bar Restaurant Els Tres Bots,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.379366025,2.1723008888888886,http://www.restaurantderaval.com,
Bar Borneo,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.385300755555555,2.182837888888889,
Bar Restaurant La Vinateria del Call,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.3826758,2.175722083333333,-----,
Bar Restaurant Galicia,-,-----,Sants-Montjuïc,el Poble Sec,BARCELONA,08004,BARCELONA,ESPANYA,41.37480512222222,2.159487472222222,-----,
Bar Restaurant Gent del Barri,-,-----,Les Corts,la Maternitat i Sant Ramon,BARCELONA,08028,BARCELONA,ESPANYA,41.37803883888889,2.123818,-----,
Restaurant l'Ou Com Balla,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38401851111111,2.1814774166666666,
Bar Restaurant Boquerón de Plata,-,-----,Sant Andreu,la Trinitat Vella,BARCELONA,08033,BARCELONA,ESPANYA,41.45069114444445,2.1916735555555555,-----,
Bar Restaurant  Castañer,-,-----,Sant Martí,el Besòs i el Maresme,BARCELONA,08019,BARCELONA,ESPANYA,41.41691479166666,2.209364916666667,-----,
Restaurant Juicy Jones *Cardenal Casañas,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.381777847222224,2.173356972222222,-----,
Bar Restaurant El Racó,-,-----,Horta-Guinardó,el Baix Guinardó,BARCELONA,08025,BARCELONA,ESPANYA,41.41125845277778,2.167864861111111,-----,
Restaurant Arcano,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.384975069444444,2.1786530555555554,
Cafeteria Restaurant Don Sandwich,-,-----,Sants-Montjuïc,Sants,BARCELONA,08014,BARCELONA,ESPANYA,41.38097278055555,2.1371143333333333,-----,
 Cocktail Bar Pepino,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37766501666667,2.17269225,-----,
Bar Restaurant Ramón,-,-----,Sants-Montjuïc,el Poble Sec,BARCELONA,08004,BARCELONA,ESPANYA,41.37231452777778,2.156025194444444,-----,
Restaurant Mesón Can Meli,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43083106666666,2.1771940555555553,-----,
Restaurant El Túnel del Port *Port Olímpic,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.387938258333335,2.201005888888889,http://www.eltuneldelport.com,
Bar Restaurant La Mar De Bo *Palau de Mar,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08039,BARCELONA,ESPANYA,41.3808077,2.185855722222222,-----,
Restaurant El Melic del Gòtic,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38583301388889,2.17398275,-----,
Restaurant Bagur,-,-----,Sant Andreu,Navas,BARCELONA,08027,BARCELONA,ESPANYA,41.41920622777778,2.1866133333333333,-----,
Bar Restaurant Arco Iris,-,-----,Sants-Montjuïc,Hostafrancs,BARCELONA,08014,BARCELONA,ESPANYA,41.37426213611111,2.1440924166666666,-----,
Restaurant El Cau,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40360486388889,2.155496472222222,-----,
Restaurant Olala,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08006,BARCELONA,ESPANYA,41.39721880555555,2.1553952499999998,-----,
Restaurant Can Martí,-,-----,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",BARCELONA,08017,BARCELONA,ESPANYA,41.41386096944444,2.1123672222222223,
Bar Restaurant Can Trampes,-,-----,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",BARCELONA,08017,BARCELONA,ESPANYA,41.413167719444445,2.1044978055555554,
 Company *Sants,-,-----,Sants-Montjuïc,Sants,BARCELONA,08014,BARCELONA,ESPANYA,41.37544072222222,2.138892361111111,http://www.pansandcompany.com,
Bar Restaurant Lobito,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.38154601666667,2.18787225,-----,
Quimper's,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.396676508333336,2.1428540277777777,-----,
Bar Bocatta *Boters,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.383991208333335,2.1742851666666665,http://www.bocatta.es,
Cafè Bar California,-,-----,Horta-Guinardó,el Guinardó,BARCELONA,08026,BARCELONA,ESPANYA,41.42082600277777,2.178260611111111,-----,
Bar Sandor,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.39325519166667,2.1442663611111112,http://www.husarestaurantes.es,
Restaurant Passadís del Pep,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38293481111111,2.182563722222222,
Cafeteria Obelix,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.385988516666664,2.177731611111111,
Restaurant La Pineda,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.383788525,2.173960611111111,-----,
Restaurant La Corza Blanca,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.3918932,2.199109722222222,-----,
Restaurant El Xiringuito de L' Escribà,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.39118298333333,2.201821277777778,http://www.escriba.es,
Restaurant Pizzeria La Mamadera,-,-----,Sant Andreu,el Congrés i els Indians,BARCELONA,08027,BARCELONA,ESPANYA,41.42163551388889,2.1811572777777775,-----,
Restaurant Japonès Sitges,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.38432865833333,2.169685388888889,-----,
Restaurant La Llantia,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38409806944444,2.1806153611111108,
 Company *Major de Sarrià,-,-----,Sarrià-Sant Gervasi,Sarrià,BARCELONA,08017,BARCELONA,ESPANYA,41.399358633333335,2.1219873333333332,http://www.pansandcompany.com,
 Friends *Madrazo,-,-----,Sarrià-Sant Gervasi,el Putxet i el Farró,BARCELONA,08006,BARCELONA,ESPANYA,41.40111630833333,2.1504416388888887,http://www.sandwichandfriends.com,
Restaurant La Taina,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.40457622222222,2.160675583333333,-----,
Restaurant TapasBar *Via Augusta,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.396396975,2.155020111111111,-----,
Bar Restaurant Pollo Rico,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37912152777778,2.1721719444444445,http://www.polloricosl.com,
Restaurant Xinès Min Du,-,-----,Sant Andreu,el Congrés i els Indians,BARCELONA,08027,BARCELONA,ESPANYA,41.42099698055555,2.1809566666666664,-----,
Bar Restaurant La Vinya,-,-----,Sants-Montjuïc,Sants - Badal,BARCELONA,08028,BARCELONA,ESPANYA,41.37298580833333,2.131194222222222,-----,
Restaurant Barcelona Seven Dreams *Poble Espanyol,-,-----,Sants-Montjuïc,el Poble-sec,BARCELONA,08038,BARCELONA,ESPANYA,41.369117261111114,2.1467245833333335,http://www.bcn7dreams.com,
Restaurant Mango *Pg Marítim Nova Icària,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.39118298333333,2.201821277777778,-----,
Restaurant Taita 2,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.393143188888885,2.1423314444444443,-----,
Restaurant Can molist,-,-----,Nou Barris,Verdun,BARCELONA,08042,BARCELONA,ESPANYA,41.44172878888889,2.174151944444444,-----,
Restaurant Via Fora * Riera de Sant Miquel,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08006,BARCELONA,ESPANYA,41.397671275,2.1567785277777776,-----,
Restaurant Moncho's Barcelona,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08021,BARCELONA,ESPANYA,41.395462297222224,2.148760333333333,-----,
Restaurant Dopazo,-,-----,Sant Andreu,Sant Andreu,BARCELONA,08030,BARCELONA,ESPANYA,41.43077053333333,2.193083861111111,-----,
Bar Restaurant Pasa Tapas,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.382034213888886,2.1869641388888885,http://www.pasatapas.net,
Restaurant La Mar Salada,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.376748408333334,2.1889109999999996,-----,
Restaurant Mic Sopars,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08024,BARCELONA,ESPANYA,41.405168330555554,2.161616638888889,-----,
Bar Cafeteria Café Cafè * Port Olímpic,-,-----,Sant Martí,Poble Nou,BARCELONA,08005,BARCELONA,ESPANYA,40.643695244444444,1.8165906388888888,-----,
Bar Sport MagòriaBar,-,-----,Sants-Montjuïc,la Bordeta,BARCELONA,08014,BARCELONA,ESPANYA,41.369208558333334,2.1393559722222224,-----,
Restaurant La LLar del Filador,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38915103611111,2.180189694444444,
La Catalana II,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.383787158333334,2.1831414444444444,
Bar Restaurant Rincón de la Ciudadela,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.38677049444444,2.1824275833333333,
Bar Restaurant La Cantonada,-,-----,Horta-Guinardó,Montbau,BARCELONA,08035,BARCELONA,ESPANYA,41.430342841666665,2.1417209444444443,-----,
Restaurant V.O. Bcn,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08024,BARCELONA,ESPANYA,41.40721820555555,2.1597352499999998,-----,
Restaurant Can Pineda,-,-----,Sant Martí,el Clot,BARCELONA,08018,BARCELONA,ESPANYA,41.40858131666666,2.192860972222222,-----,
Restaurant Ivan,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.39735141388889,2.19975125,-----,
Bar Restaurant La Biennal,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.40130278611111,2.201131638888889,-----,
Restaurant Xinès Huang-Chen 2,-,-----,Nou Barris,Vilapicina i la Torre Llobeta,BARCELONA,08016,BARCELONA,ESPANYA,41.430100149999994,2.180464277777778,-----,
Restaurant Petra,-,-----,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",BARCELONA,08003,BARCELONA,ESPANYA,41.383904027777774,2.181786972222222,
Restaurant Los Años Locos,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39743304444444,2.1483637777777775,-----,
Restaurant Casa Varela,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.400831580555554,2.147355777777778,-----,
Bar Restaurant La Palmera,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.381894925,2.1707569166666665,-----,
Restaurant Xinès Jiu,-,-----,Sants-Montjuïc,la Font de la Guatlla,BARCELONA,08004,BARCELONA,ESPANYA,41.368421069444445,2.1425829722222223,-----,
Restaurant Xinès Sabroso,-,-----,Sants-Montjuïc,Sants - Badal,BARCELONA,08028,BARCELONA,ESPANYA,41.3763559,2.1249255555555555,-----,
Restaurant Xinès Dinastia,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39742445,2.150525666666667,-----,
Pizzeria Mamma Mia,-,-----,Horta-Guinardó,Can Baró,BARCELONA,08024,BARCELONA,ESPANYA,41.41415245555555,2.1621633055555556,-----,
Restaurant Don Pollo,-,-----,Sant Andreu,la Sagrera,BARCELONA,08027,BARCELONA,ESPANYA,41.42395377222222,2.1861891666666664,-----,
Bar Restaurant Can Tosca,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.401290491666664,2.1581786944444445,-----,
Bar Restaurant Bidasoa,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.37961176388889,2.1791488055555552,-----,
Bar La Colonial,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.40121145,2.201251416666667,-----,
Restaurant Pizzeria La Vela,-,-----,Sant Martí,la Vila Olímpica del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.392024605555555,2.19614975,-----,
Restaurant Pk 2,-,-----,Sant Martí,el Parc i la Llacuna del Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.395372425,2.192176583333333,-----,
Restaurant Kresala,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.39763476666666,2.1599779444444445,http://www.kresalarestaurant.com,
Restaurant Can Solé,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.378893805555556,2.188377722222222,http://www.restaurantcansole.com,
Restaurant Tramonti 1980,-,-----,Les Corts,les Corts,BARCELONA,08029,BARCELONA,ESPANYA,41.391708755555555,2.14205725,http://www.tramonti1980.com,
Restaurant Xinès Maravilloso,-,-----,Horta-Guinardó,el Baix Guinardó,BARCELONA,08024,BARCELONA,ESPANYA,41.41248535277778,2.1628220833333334,-----,
Restaurant La Puda Can Manel,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.37657775833333,2.1889823055555553,-----,
Restaurant Taverna del Pa i Tall,-,-----,Sant Andreu,Sant Andreu,BARCELONA,08030,BARCELONA,ESPANYA,41.43226249166666,2.193051833333333,-----,
Restaurant Xinès Formosa-2,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39733142777778,2.1486495555555556,-----,
Restaurant Xinès Kiang Chie,-,-----,Sants-Montjuïc,el Poble Sec,BARCELONA,08004,BARCELONA,ESPANYA,41.37479869166667,2.1623954166666666,-----,
Bar Restaurant Rive Gauche,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,BARCELONA,08006,BARCELONA,ESPANYA,41.39671293333333,2.1524479444444444,-----,
Restaurant Pati Blau,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.387333483333336,2.1135782222222224,-----,
Restaurant Sanabria,-,-----,Sants-Montjuïc,Sants,BARCELONA,08029,BARCELONA,ESPANYA,41.382258666666665,2.1399452222222224,-----,
Restaurant Xinès Hoy,-,-----,Les Corts,les Corts,BARCELONA,08014,BARCELONA,ESPANYA,41.38644928055555,2.1341493055555554,-----,
Restaurant Xinès Pekin *St Antoni M Claret,-,-----,Sant Andreu,la Sagrera,BARCELONA,08027,BARCELONA,ESPANYA,41.421361330555555,2.1884558055555554,-----,
Restaurant japonès Wasabi,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.39859070833333,2.161300277777778,-----,
Restaurant Can Majó,-,-----,Ciutat Vella,la Barceloneta,BARCELONA,08003,BARCELONA,ESPANYA,41.37763684722222,2.1907401666666666,http://www.canmajo.es,
Bar Restaurant Els Tres Tombs,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37901350277778,2.1634494444444443,-----,
Restaurant Xinès Pajou,-,-----,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BARCELONA,08022,BARCELONA,ESPANYA,41.40370163611111,2.13631375,-----,
Bar Restaurant Ambos Mundos,-,-----,Ciutat Vella,el Barri Gòtic,BARCELONA,08002,BARCELONA,ESPANYA,41.38021586944444,2.1755948888888885,-----,
Restaurant Julivert Meu,-,-----,Les Corts,Pedralbes,BARCELONA,08034,BARCELONA,ESPANYA,41.38728941666667,2.113418638888889,http://www.restaurantjulivertmeu.es,
Bar Restaurant Moixon Vella,-,-----,Sants-Montjuïc,Sants,BARCELONA,08014,BARCELONA,ESPANYA,41.380159105555556,2.136694,-----,
Restaurant Lugarin Do Pepe,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.40010641666667,2.2050221111111115,-----,
Restaurant Xinès Caballo de Oro,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08024,BARCELONA,ESPANYA,41.40946168333333,2.1591148055555553,-----,
Bar Restaurant Sofa,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08006,BARCELONA,ESPANYA,41.39860976666667,2.1542915,-----,
Bar Restaurant Avenida,-,-----,Sant Martí,el Clot,BARCELONA,08018,BARCELONA,ESPANYA,41.40572202777778,2.1895606944444443,-----,
Bar Restaurant Montferri,-,-----,Nou Barris,Porta,BARCELONA,08016,BARCELONA,ESPANYA,41.43760786111111,2.176043111111111,-----,
Restaurant Jupiter * Llull,-,-----,Sant Martí,el Poblenou,BARCELONA,08005,BARCELONA,ESPANYA,41.40335253055555,2.2054404722222225,-----,
Bar Restaurant Cal Ramon 2,-,-----,Sarrià-Sant Gervasi,el Putxet i el Farró,BARCELONA,08023,BARCELONA,ESPANYA,41.410851944444445,2.1454010833333332,-----,
Granja les Drassanes,-,-----,Ciutat Vella,el Raval,BARCELONA,08001,BARCELONA,ESPANYA,41.37698989444444,2.1752707222222223,-----,
Cafeteria Caracas,-,-----,Gràcia,la Vila de Gràcia,BARCELONA,08012,BARCELONA,ESPANYA,41.400412036111106,2.1536138333333334,-----,
